file_name,class,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
1007.jpg,lying_down,97.48764,294.53427,-8.99586,84.97025,286.23276,-23.38374,83.98428,282.67196,-23.38915,82.95214,279.02172,-23.35096,86.44871,291.08282,4.09343,86.38157,291.30587,4.04455,86.40533,291.6055,4.05944,83.53403,259.05175,-46.08813,86.29124,274.78927,81.58701,105.82535,280.31219,-15.47769,107.30877,286.51766,21.93926,132.23305,221.02289,-92.67444,148.40021,263.15426,140.60489,170.02785,283.76844,-178.1114,209.36337,307.78433,168.62549,92.78479,343.01542,-230.63906,215.26138,369.12704,101.7365,71.38988,358.59,-253.45015,217.78236,387.25184,105.93079,63.78614,349.97815,-256.82215,210.2054,385.0783,86.84078,72.22078,345.38335,-232.69808,209.91135,375.92935,91.21297,311.32858,242.14085,-78.20092,306.57547,270.71265,78.45964,411.61736,342.44104,-119.80719,398.66062,346.86407,-8.70891,550.73036,355.58152,-119.34222,543.58063,366.39851,21.45718,574.40052,344.55677,-123.22245,568.10902,355.32028,19.24005,578.76545,409.13744,-187.92362,577.41554,423.71335,-37.88787
1008.jpg,lying_down,98.27471,294.55685,-7.70528,85.52912,286.51142,-23.15215,84.4174,283.06097,-23.14453,83.26532,279.51788,-23.09001,87.23713,290.98967,4.30751,87.21447,291.06771,4.24892,87.28552,291.22473,4.24685,83.57328,259.57269,-47.94109,87.11643,274.30721,79.64482,106.36446,280.41587,-14.86168,108.1209,286.29207,22.54318,130.38969,221.25185,-95.38936,149.08259,261.1938,138.58786,164.20219,283.74072,-183.83701,206.78181,304.99163,171.34533,91.97102,343.57492,-235.6152,213.13728,366.21686,111.35182,72.75374,358.63687,-258.90778,216.77,384.32765,116.40455,65.48756,351.57357,-262.1706,209.10679,381.26332,97.19272,73.46106,347.36206,-237.78736,208.36489,372.51692,101.06985,310.37945,241.42144,-77.36271,306.35654,269.46742,77.61918,407.15534,344.63007,-114.64548,395.12032,349.32458,-5.52086,550.26756,359.63287,-106.03592,547.19604,369.13313,14.71546,573.42552,348.69653,-108.59934,571.32957,357.92524,11.60023,580.77293,412.21647,-170.1676,585.46886,423.33561,-46.31843
1009.jpg,lying_down,98.00167,296.35672,-2.3981,85.46419,287.93381,-18.8652,84.41681,284.53465,-18.85246,83.33109,281.04441,-18.81958,87.09169,292.14655,9.79264,87.06915,292.00719,9.75095,87.13757,291.95083,9.76129,83.97621,260.43351,-50.96809,87.24779,274.21226,81.8091,106.52121,282.17008,-12.36522,108.16916,287.52096,26.46603,132.66401,219.96712,-99.99034,149.16783,262.61244,136.80258,167.73869,283.77851,-180.36312,207.57217,306.3014,166.12787,92.21428,343.3392,-223.73268,212.12639,366.47266,100.35559,72.87704,358.98236,-245.2191,215.38227,385.47237,104.95396,65.45422,351.60739,-249.11058,208.03982,381.46688,87.03182,73.2526,347.1197,-225.51266,207.48775,372.14341,90.2534,311.44995,242.6758,-78.56103,306.64923,271.914,78.7964,412.10968,344.83715,-108.89616,401.86966,344.73055,6.17373,550.089,356.84292,-97.71728,547.8022,367.76585,26.56112,572.87437,345.68856,-100.39419,571.75575,358.03405,22.88311,579.22985,409.15504,-163.0032,583.5141,421.074,-35.02698
101.jpg,lying_down,529.28505,288.78399,-123.85719,542.57404,300.70713,-117.99003,542.8347,306.69185,-117.8662,543.1498,312.77658,-117.97904,542.03728,286.66088,-109.59256,542.33276,282.16933,-109.89897,542.53925,277.55705,-109.95061,535.72887,327.72357,-49.59072,536.55994,281.06798,-5.70649,515.90363,303.62105,-96.19441,515.96046,284.49998,-83.77563,477.211,350.17456,-12.1395,473.79673,269.25542,74.3486,511.14388,408.20406,-40.25786,429.55383,230.87256,70.92705,580.54321,372.38565,-16.97411,448.71399,229.28179,-37.92181,603.04756,368.25013,-29.63541,449.54231,231.00582,-47.90302,597.98168,361.27095,-12.29604,454.94419,238.90526,-59.75809,585.55397,361.42058,-15.5971,450.84709,240.91587,-45.73875,283.78071,291.68859,-60.6897,292.66888,247.99376,60.61281,150.82768,214.59509,-151.73109,161.06777,225.14091,19.10287,95.08747,309.42221,-62.19486,51.44012,273.83869,96.91312,102.99603,326.9977,-51.21074,39.86797,290.26952,104.71672,22.00323,313.80884,-75.63747,-8.4779,246.70403,70.17327
1010.jpg,lying_down,97.99959,294.79151,-11.56177,85.44855,286.17333,-26.70201,84.47407,282.57174,-26.70301,83.46083,278.8773,-26.67022,86.86646,291.05204,1.96021,86.75739,291.26558,1.91086,86.73948,291.55206,1.91763,84.21276,258.79649,-50.47283,86.76359,274.61892,82.42807,106.54211,280.66446,-18.44425,107.94256,286.90558,20.50435,131.95633,220.73075,-100.97992,149.35483,262.80433,143.60405,166.61655,287.75476,-188.63754,209.79813,307.19396,167.75269,91.311,344.81521,-234.72647,214.32491,368.12799,94.29142,71.8729,359.21316,-258.02708,217.9895,386.34049,98.13959,64.99176,351.06531,-260.22999,210.01255,382.04103,79.70256,72.77992,347.15921,-235.89561,209.20124,373.1222,83.80026,310.16666,240.71935,-80.78666,305.57621,269.84782,81.03507,411.42365,343.9759,-117.58187,399.3219,346.66492,-2.24466,552.16728,358.19221,-109.65274,547.40356,371.20723,23.19684,575.14992,347.09069,-112.34371,571.29139,361.54698,20.32648,582.57133,410.76568,-178.31167,584.34875,424.19203,-40.99541
1011.jpg,lying_down,98.14657,294.20297,-8.05379,85.40009,286.40928,-23.77424,84.2976,283.12222,-23.75912,83.16158,279.7413,-23.7149,87.0756,290.59138,4.16787,87.0422,290.52627,4.1146,87.097,290.53883,4.11952,83.37729,259.93092,-52.77589,86.8059,273.53408,76.99027,106.29675,280.30074,-16.86895,108.04382,285.5971,21.09079,131.10138,220.53776,-102.63224,148.19415,260.98712,134.7991,166.97975,283.38103,-189.2238,208.2864,304.86362,160.31012,94.26996,342.64421,-234.79321,213.38684,366.13069,89.49893,75.12328,357.79967,-257.42397,216.4991,384.99959,93.31189,67.59094,350.88135,-259.91745,209.023,381.14141,74.55647,75.41315,346.65665,-236.23453,208.36052,371.81826,79.04655,310.72605,242.26481,-79.06036,305.38254,270.61057,79.31544,413.2494,346.44307,-107.4902,401.73576,346.70763,6.68087,550.13447,358.081,-94.87826,548.02742,370.60161,30.5697,572.63134,346.5556,-97.38556,571.84334,360.58803,27.29152,578.06236,410.59994,-160.879,583.66264,425.08584,-31.06702
1012.jpg,lying_down,96.70681,294.62399,-11.22497,84.07078,286.93379,-28.45524,83.13643,283.68662,-28.43865,82.17232,280.34077,-28.40463,85.23537,290.83543,0.39048,85.01102,290.75369,0.33182,84.87434,290.7401,0.29816,82.80844,261.31562,-62.78696,84.80396,274.13738,71.13139,105.44058,281.43577,-22.09686,106.58127,286.62766,17.12738,131.8647,222.62196,-118.92939,147.56735,261.86872,132.98468,172.9907,284.20681,-211.94956,211.25999,304.62739,150.06819,93.6838,342.56847,-261.97147,215.85072,365.31796,77.3586,74.11981,358.66124,-284.84135,219.20155,384.57845,82.92711,66.02428,349.88551,-287.03632,211.2175,380.24348,66.16565,74.06803,345.20708,-262.85511,210.31746,371.019,67.63533,310.27094,245.08976,-81.79872,305.77465,271.30978,82.04737,414.21974,343.76664,-103.63716,405.90088,341.29011,34.92032,546.97681,357.621,-83.48969,544.82796,367.45451,60.98989,568.19939,347.0577,-84.72909,566.98986,359.19391,57.37231,576.90483,407.94185,-149.28576,581.50219,416.59384,-4.47679
1013.jpg,lying_down,94.66314,292.41611,-23.80999,82.41953,284.68966,-39.49816,81.31258,281.41631,-39.4578,80.16972,278.02769,-39.41788,84.39024,288.86928,-10.11704,84.48231,288.93285,-10.1471,84.67699,289.06574,-10.21906,80.93624,258.8043,-70.17457,85.21093,272.0083,67.78204,103.05347,278.74323,-33.48732,105.03082,284.11966,6.84225,130.688,216.1647,-123.06849,145.21487,265.3931,122.16091,169.66869,280.3749,-217.77313,207.21308,308.68512,109.92193,90.17418,341.00178,-261.16068,207.9245,368.33267,-0.49438,72.88853,358.64064,-279.26489,212.565,389.60232,1.1431,64.79646,350.21376,-281.35752,204.44157,381.36417,-13.77122,72.26135,344.76288,-261.06495,203.76019,370.50794,-9.84479,308.60508,245.87374,-80.04644,304.33887,278.37896,80.27307,414.39812,338.57102,-102.72111,406.68613,343.11187,32.65861,541.56811,350.16392,-70.92166,538.04054,362.98817,78.8692,560.67787,339.37792,-70.36418,557.89146,353.12119,77.76658,577.37648,396.30718,-128.41657,579.19495,409.37282,21.37138
1014.jpg,lying_down,592.10396,356.29964,-256.83054,607.99675,366.69276,-245.03904,608.4026,373.5353,-245.13973,608.83312,380.6335,-245.24986,607.28081,349.01656,-237.30907,607.42012,342.48713,-237.19603,607.39388,335.95545,-237.40025,601.75102,392.90348,-152.40137,601.12232,332.34158,-110.52749,577.08336,371.05536,-220.42896,576.81557,346.77558,-208.33025,508.90488,425.70116,-107.22538,540.30041,311.88289,-30.63593,398.40778,461.99249,-72.36257,606.08116,325.00829,8.9279,297.29391,476.75411,-48.14927,641.10641,397.06813,113.62631,269.55853,486.17569,-47.59604,647.8978,420.85665,98.77841,269.00778,473.90948,-76.84846,647.43103,419.75613,107.81117,278.29288,464.5239,-59.43024,641.02036,415.40485,112.00082,293.84556,348.25235,-41.59736,303.9323,277.45148,41.9972,144.83604,336.85121,-44.09039,185.49932,256.1295,157.94444,25.55702,332.75768,105.03237,96.56717,246.49701,433.62411,8.12483,335.14529,114.45233,76.93038,259.75574,456.30707,-24.71775,310.22252,-5.74189,62.08622,187.96034,367.06768
1015.jpg,lying_down,98.01029,294.26708,-5.23539,85.42358,286.42865,-22.67686,84.29487,283.26179,-22.63973,83.13522,279.99332,-22.6189,87.25674,290.15013,7.15751,87.30829,289.79874,7.15664,87.4585,289.5312,7.19194,83.46775,259.85158,-59.5812,87.32956,271.79292,80.03145,106.34056,280.55263,-16.8092,108.26857,284.98718,23.95888,132.72612,215.90012,-119.52007,146.43007,264.1537,138.62567,171.297,275.29095,-222.63269,203.68454,308.69536,154.77119,96.849,338.91429,-277.99307,202.45968,368.91103,62.86889,80.09823,355.74952,-298.98266,205.44762,389.62114,70.00457,71.63254,349.12019,-302.06081,197.98794,383.90705,49.75544,78.70721,343.92268,-278.84159,198.10881,373.24656,52.22913,311.71719,241.81469,-84.42525,306.2739,274.51933,84.66226,419.38576,343.72705,-110.12476,410.3717,341.98025,33.81799,547.12708,356.43534,-100.63178,544.86443,366.63998,53.26301,569.95983,345.80801,-103.8937,568.6919,357.77996,49.61063,570.33577,409.12013,-168.44982,574.282,420.85682,-4.9787
1016.jpg,lying_down,99.61796,289.02134,-19.4889,86.11135,282.58181,-31.73632,84.66896,278.76122,-31.77203,83.19159,274.85856,-31.81944,88.47767,288.7803,-6.5488,88.64782,289.57981,-6.52813,88.88927,290.46999,-6.47245,81.74757,255.27257,-47.57855,87.35573,274.82783,70.76732,106.16901,273.04187,-23.1601,108.99698,280.75281,11.5364,134.54483,209.11014,-92.17171,139.10818,262.96449,143.75551,199.43216,271.6,-159.24329,198.4285,306.28063,180.73364,125.14696,327.21093,-205.12733,186.18614,369.93957,99.07059,106.14899,341.35961,-224.5433,184.21825,389.83048,103.25362,94.45902,332.39668,-231.1268,174.88264,389.01069,85.02144,101.01509,329.11669,-207.37156,177.38747,379.785,88.83398,315.46879,243.3371,-79.49552,309.43863,278.71865,79.76732,403.69045,339.16849,-106.24201,397.68425,345.34266,3.78921,542.88567,364.13192,-106.16197,547.63561,365.75855,7.85659,570.2758,354.02739,-110.86664,574.64424,355.99056,2.79197,559.40697,421.81063,-175.58508,574.12586,420.88812,-54.11186
1017.jpg,lying_down,105.91434,291.59371,-56.45864,92.68017,284.69522,-70.232,91.24783,281.08103,-70.20944,89.79555,277.35291,-70.29386,95.01093,290.40728,-43.34926,95.19402,290.81944,-43.27172,95.45168,291.32109,-43.17211,86.87895,256.67049,-90.76521,92.21596,274.4105,37.59694,112.04491,275.34903,-62.01152,114.76011,281.79514,-24.42896,134.93558,202.45282,-131.3732,139.20534,263.47292,112.17661,199.30321,248.6045,-204.57882,187.78046,304.72321,125.50221,145.85688,322.59836,-234.66717,151.42398,369.25936,26.84065,135.9767,343.60199,-254.58073,141.2746,391.52527,27.14581,118.97377,337.94998,-258.45816,129.07071,391.99064,13.3592,123.05628,332.08343,-235.13273,134.05813,383.64123,15.96467,314.70562,240.41496,-76.04871,306.12249,281.0283,76.16643,407.03331,339.41179,-106.83578,394.32167,347.60968,10.75705,549.66908,356.85039,-90.70078,544.22108,371.22362,26.05615,575.30079,347.57807,-94.29483,569.73034,362.53959,21.11588,574.49585,409.17149,-160.56593,577.81628,419.79552,-35.89447
1018.jpg,lying_down,106.27428,290.71435,-33.48435,93.31013,285.48062,-49.86569,91.62195,282.34463,-49.90315,89.87799,279.0881,-49.95273,96.20991,290.28028,-28.05897,96.59166,290.64743,-27.97142,97.08408,291.06634,-28.04183,87.29725,258.78725,-75.28703,95.1889,275.77483,30.95763,112.30207,274.74996,-39.88827,115.81146,280.61425,-8.78705,144.76021,193.2384,-94.49423,134.9659,260.13021,98.57611,242.51865,219.71044,-119.44973,157.43246,301.79718,154.76448,204.02361,306.68839,-113.42737,117.48503,369.91236,144.13414,200.744,333.84401,-121.42258,108.377,392.12308,147.6593,179.21284,330.13144,-122.92869,100.06102,389.93998,133.37372,181.80138,322.20057,-111.34273,105.76712,380.13928,134.31635,309.48883,223.39531,-64.5053,296.34487,262.90781,64.49162,389.97406,326.84575,-75.15954,373.17604,334.95446,-31.62961,539.31511,351.6778,-46.05831,535.76099,370.60089,-43.67298,562.52453,339.63395,-43.50984,562.4884,357.56644,-47.77779,575.75218,409.65025,-81.86175,581.04332,430.92379,-93.88081
1019.jpg,lying_down,102.99507,286.47557,-3.58879,89.85125,281.40733,-20.54615,87.91666,278.25886,-20.56823,85.91482,274.96708,-20.59376,93.77163,286.35798,4.79198,94.58675,287.14562,4.84981,95.51493,287.96293,4.82695,84.38604,256.39775,-45.00915,95.6185,274.75482,75.08287,108.93375,272.04683,-10.03234,113.76606,278.77879,24.90778,138.68647,198.66842,-85.27493,139.8115,265.57251,149.08472,232.88651,227.34532,-116.15569,150.084,305.54186,190.96189,263.07751,316.13297,-91.35498,104.75838,367.63607,148.10301,277.64948,338.58232,-99.31206,93.21072,387.83873,136.94379,263.97547,342.3757,-107.25525,84.93465,386.7625,124.8399,259.93292,335.43119,-91.53144,92.23911,377.2885,136.54589,306.11393,229.62743,-73.85798,299.54248,268.67269,73.88476,328.10684,367.89293,-130.66846,348.26042,368.66258,18.67503,485.98198,344.90982,-82.07206,501.60419,363.88876,6.15495,504.83482,323.08002,-73.55746,520.18169,346.20143,4.12517,541.86348,394.24604,-69.7014,560.65681,401.58454,-23.77391
102.jpg,lying_down,529.98604,279.75417,-121.16117,543.61927,291.83558,-125.34269,544.12354,297.28017,-125.2585,544.67628,302.82781,-125.40084,542.82642,280.00886,-110.43548,543.06458,276.55612,-110.64022,543.19122,273.0116,-110.56751,540.12291,319.99978,-81.48578,539.8103,281.22665,-10.58906,518.34473,294.75469,-102.15276,517.77031,279.36444,-82.26588,481.77387,348.48641,-43.70469,484.82552,270.37288,66.40695,504.29207,416.10274,-146.87143,459.57436,235.57549,100.17336,580.51659,377.22691,-227.73527,466.1702,215.83985,53.98425,606.12682,372.61379,-253.1723,466.10291,213.04708,47.76618,601.7205,365.43131,-237.47658,467.96944,219.70462,41.07783,587.58106,364.53735,-227.4131,463.65269,224.41702,49.54335,290.06826,288.90072,-60.5076,300.17063,243.83749,60.60162,169.88174,209.81867,-134.91574,184.11255,190.40857,14.90788,97.33187,313.98683,-35.00568,95.56192,275.00442,146.0982,101.38006,334.98613,-22.68847,90.76447,295.06834,160.23796,28.7932,317.03799,-47.13425,36.59098,268.60568,151.71572
